detector,series_id,score_hash,n_points,raw_hash_match
SubPCA,039_WSD_id_11_WebService_tr_1746_1st_1846.csv,18033645da4fc5a10a1533101b9d86351bcb2589118b2ecea209a874e5b93fe4,18219,True
SubPCA,040_WSD_id_12_WebService_tr_4559_1st_9714.csv,367f51df92c8b98b56f96c0b595bf71e7ee8876eab06dfcc30f2df6ee8a361b5,18236,True
SubPCA,043_WSD_id_15_WebService_tr_4521_1st_6828.csv,309f022908331dfb5621cdb193dfbe418f33db30ced181e0643e231d79894e12,18085,True
SubPCA,049_WSD_id_21_WebService_tr_4297_1st_7097.csv,cddd898786a4bcb23999e8099271c03d286105f1afebb088c3af313bbf626f16,17189,True
SubPCA,054_WSD_id_26_WebService_tr_2409_1st_2509.csv,d476a84e3830873e06fe94cf476b9f77ca45da78c01c45c42fda5c6758f5cf9b,18391,True
SubPCA,058_WSD_id_30_WebService_tr_1136_1st_1236.csv,b11457db4dd956ac1a1b4f6e8a3c71b83347c744807108e776d5ce23ad9a52e7,18236,True
SubPCA,060_WSD_id_32_WebService_tr_4576_1st_4766.csv,0d4e0359ad61a10b8f0ac2acf1357e585577611b664467180d04eaa3419bb43e,18305,True
SubPCA,068_WSD_id_40_WebService_tr_4549_1st_13322.csv,d4aa816483711c3055a81eb659e4424f735139d7eb020734a378f373d785a468,18197,True
SubPCA,074_WSD_id_46_WebService_tr_990_1st_1090.csv,0a3e6345decb0de45c32461c6c88381ee2fb7c9d927116096833a846c7337369,18236,True
SubPCA,089_WSD_id_61_WebService_tr_1010_1st_1110.csv,a0d4e929b4a0513d8cb364e78c81fa9fee5a2e88f1420bc877866065e13fb2ac,17429,True
SubPCA,094_WSD_id_66_WebService_tr_3309_1st_3914.csv,2d5dc68c9907f838f6a4fad2544c8f3798c800068d338afc8abedd5cf246bd21,13237,True
SubPCA,099_WSD_id_71_WebService_tr_4559_1st_14411.csv,e09e5b3ee2ef506ede185beacd8bf9d4af0798e7015b026b6626d94a056c8464,18236,True
SubPCA,106_WSD_id_78_WebService_tr_3363_1st_3463.csv,1cf3264d521a532d3f2b02f1e6dd81da72f32833cf65a202c2ca1376cfdfb737,18236,True
SubPCA,113_WSD_id_85_WebService_tr_500_1st_335.csv,e9a140c8bdfe201945ac05c40017e59b125d0e24827dbe1ee20019a492752cd0,18242,True
SubPCA,117_WSD_id_89_WebService_tr_3251_1st_3351.csv,a26640d6735a2b4733d1e3dd1737ff6acbf598eb2b31b1a058102858e4ee8615,16376,True
SubPCA,125_WSD_id_97_WebService_tr_2217_1st_2317.csv,d859d770f431d99a29fd8d9b4bf5776b380b281076bb90f8c976a0761655aa0f,18250,True
SubPCA,130_WSD_id_102_WebService_tr_2362_1st_2462.csv,545442f4f5b8b893dd939105c378dcc2412927529ec9b4264414e41da377194d,18236,True
SubPCA,137_WSD_id_109_WebService_tr_4559_1st_14404.csv,5a0927840b9fa2919720771b7e77b6fe0f70f74bae23f5c1ff6f0799eecc8a13,18236,True
SubPCA,139_WSD_id_111_WebService_tr_1701_1st_1801.csv,19006bde7f770c75a60224edf8c8371bfa18c43fe28dd6d9a1f4aae6874e13af,18381,True
SubPCA,140_MSL_id_1_Sensor_tr_530_1st_630.csv,686d0dd53e7e70e10b16b21f36af81b730184ec26b2b78f0183f9e9fec64edec,2430,True
SubPCA,141_MSL_id_2_Sensor_tr_500_1st_550.csv,73ed0eb8c7b4470153787a2c97968bb34afa882b6311239c98652181b7863bb3,2264,True
SubPCA,143_MSL_id_4_Sensor_tr_980_1st_3550.csv,d1d3501ea4210c5f0e70b4f9b7f5966e8aed65091012090daba52dcc8dd44810,3922,True
SubPCA,144_MSL_id_5_Sensor_tr_1525_1st_4590.csv,cf9374ce2a3af4e8ca73cc9d992dc666badbcfbf8e3fcbdbcd88aa273fb45cbf,6100,True
SubPCA,145_MSL_id_6_Sensor_tr_530_1st_630.csv,387b8af980868b68f111a14c6fef37d06c86e5e4db53367d32cc3f6e05768415,2430,True
SubPCA,147_MSL_id_8_Sensor_tr_590_1st_690.csv,c77126d9016c0d65808c9f45bf9df6d555ca0f81b2965d3af67ca20fc4318aec,2430,True
SubPCA,148_MSL_id_9_Sensor_tr_883_1st_1238.csv,ee99cd6c69d58a6d1fc7d3bf14a8e89393023f5f5f6a9288526acead0bc3d153,3535,True
SubPCA,149_Stock_id_1_Finance_tr_500_1st_7.csv,a7f14d2b7bc37b4aad288f0f839143ea55089cabdb36748237bffda5400ce79c,20000,True
SubPCA,151_Stock_id_3_Finance_tr_500_1st_62.csv,cd7cfa09b3cbac346febbb8dbff18c4cd3243b81806c47aa6145ab0aa2f4571a,10000,True
SubPCA,155_Stock_id_7_Finance_tr_500_1st_18.csv,51d344ed5aac3fb6a228f2939a5b6714c5cf0b450859fcc67993efd8a46c66fe,20000,True
SubPCA,156_Stock_id_8_Finance_tr_500_1st_24.csv,ae216b7a842b51ed38a2210d198c74be0cd6bacb27762e909a01a6ca891524ee,10000,True
SubPCA,160_Stock_id_12_Finance_tr_500_1st_14.csv,942b3b86c6069dfb96c1db08f333546f6efd4c774c1e237a4d61069bd826e755,20000,True
SubPCA,162_Stock_id_14_Finance_tr_500_1st_4.csv,d636924aeb77ff1a01b033e365715c3d2b085a6d37cd80c61900ef1538eec0bf,10000,True
SubPCA,165_Stock_id_17_Finance_tr_500_1st_7.csv,2480e8effbc7060c916737660c509abd4122283960d8722503edc2ba76587123,20000,True
SubPCA,166_Stock_id_18_Finance_tr_500_1st_18.csv,0b4c24c8926b19281d1bad9ab841efb7232555866696622cba6ae35923cc05ca,20000,True
SubPCA,169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732.csv,567ab8f2d7bf0f42a6ca495ea2f64201fa56d22442b0b2fc2a8cb3b3c6ff693d,38774,True
SubPCA,170_MITDB_id_1_Medical_tr_17675_1st_17775.csv,9d00fca5dcdb00875431df04d92650c237597d335613429208862da78f254c13,500000,True
SubPCA,171_MITDB_id_2_Medical_tr_50000_1st_88864.csv,38db2688e08adf2fb8e952c6ba90a125bd8cce92b544f0dbca2d9a08f8ed6bb0,650000,True
SubPCA,172_MITDB_id_3_Medical_tr_27274_1st_27374.csv,06a5c3b6c5eff94bc79ea21e0ef712b22c0b0a4363832358a6510aab95a0abed,650000,True
SubPCA,173_MITDB_id_4_Medical_tr_13620_1st_13720.csv,dd1c4b16b22a5af439e9bb54a40cf4cea3d55e14eb2424768522a0acd5fabef3,650000,True
SubPCA,175_MITDB_id_6_Medical_tr_27274_1st_27374.csv,def72d67f325f6819ab084c50dca14fc1f32f0edaaa362e6d7cbe6468c06cbda,650000,True
SubPCA,176_MITDB_id_7_Medical_tr_6232_1st_6332.csv,3aeed5f9ce325065b5bffcb732e6d713963365bbe5d676e6962f319eb3e4053b,650000,True
SubPCA,177_MITDB_id_8_Medical_tr_17675_1st_17775.csv,350379e06bb6278821b690fabd50b3bdb40fb79959cb3730bba51c3cf2fb54bb,650000,True
SubPCA,178_SMD_id_1_Facility_tr_6000_1st_10609.csv,3cc7f95a760de75791e5aa86cd74003ce2d3e2cfb7ac90709d8c9b3cdcc64377,24000,True
SubPCA,179_SMD_id_2_Facility_tr_5925_1st_17580.csv,20b2aaba24912c9fb8f4d24dca0704bcf3480ed86c0e6ecc356cc73020e9b3de,23703,True
SubPCA,180_SMD_id_3_Facility_tr_5925_1st_17580.csv,8509d638950486f52a9772df5acf4ee46c322a6158f3ae2ac1086cca5d1aa535,23703,True
SubPCA,181_SMD_id_4_Facility_tr_5000_1st_15144.csv,cb802a6989e2622ec3ad43be5e44a29c89af4fb0110d292f7cd55b4f2033b24a,20000,True
SubPCA,183_SMD_id_6_Facility_tr_5925_1st_17580.csv,61f1b2ab78ab9084630699dfcaf3be2fb03192140ff0b447c34cf96a9e2fc1c4,23703,True
SubPCA,184_SMD_id_7_Facility_tr_7119_1st_15849.csv,1853a4a22720a59cd77ff2fa62783970956219013b1e232a3e6aa6794cde20ac,28479,True
SubPCA,185_SMD_id_8_Facility_tr_5000_1st_15144.csv,716ae194d27ef6830b63f60ea08b8322489eda16f5ebdcbe9366a18aaa67e97d,20000,True
SubPCA,187_SMD_id_10_Facility_tr_5000_1st_15849.csv,d97739c59bb2cfafa1c7ce773d71d299f03021af7fe4fdf20ef08cc9c35ab370,20000,True
SubPCA,188_SMD_id_11_Facility_tr_500_1st_392.csv,9b8c991816b6b26c38c2872cabec5609f7ee9bd11add286822129fde00789c4c,23703,True
SubPCA,189_SMD_id_12_Facility_tr_5925_1st_17580.csv,d96b0ebf71a342dc355d703333c9a72f657ea1d857a1cd82f538f1ac771742a3,23703,True
SubPCA,190_SMD_id_13_Facility_tr_7119_1st_15849.csv,f63e459d31659384f4def310e8f44b68ccab4f15cdfcf6a543a574d5ce5b74ef,28479,True
SubPCA,191_SMD_id_14_Facility_tr_4596_1st_4696.csv,046dffe747fcf61da84401c9190af496ce5935a14d0aa25b421622c921ed1519,22700,True
SubPCA,192_SMD_id_15_Facility_tr_5925_1st_17580.csv,208a8c10a5fca98b521538c19d147714f325fd2669da465a64ea59fe275678d7,23703,True
SubPCA,194_SMD_id_17_Facility_tr_5925_1st_17580.csv,7ea6976c1f44ea1b181c70ac0159a27a783002c629e08f96629b989d2552422b,23703,True
SubPCA,195_SMD_id_18_Facility_tr_5925_1st_17580.csv,435e49b3be8c07dcc81283de974b4d14c2b547e443c431861940fa9403ede3e9,23703,True
SubPCA,196_SMD_id_19_Facility_tr_7174_1st_21230.csv,f584cd3ab583bd14c2a8264cf1d7b0ce3c45e9e01dff317965ef824841b20abc,28696,True
SubPCA,197_SMD_id_20_Facility_tr_5000_1st_15144.csv,7095265f191c011351c09de1e75d205a23358491796c4ac0e9fb3604c48d9200,20000,True
SubPCA,198_SMD_id_21_Facility_tr_5925_1st_17580.csv,7a2795cf1a1ef2fd4421e426eca98c67ba4b7e342315f99693fd335e2ef125c1,23703,True
SubPCA,199_SMD_id_22_Facility_tr_5925_1st_17580.csv,c576da6c18a92288dbe88acf4ca52317ad460f8380061af331daff2b4abb2c7d,23703,True
SubPCA,201_SMD_id_24_Facility_tr_7174_1st_21230.csv,abc2aad2bcf50b7910dea2d05a3cf6e5068f9851b8d59e799fa0d1d5d5c6e983,28696,True
SubPCA,202_SMD_id_25_Facility_tr_6250_1st_21230.csv,3799af499cf8580bc299375b2ad15ffe95cc215be79257d9b65a30c9f8cd6fab,25000,True
SubPCA,203_SMD_id_26_Facility_tr_7174_1st_21230.csv,d1fef55cb0a2e25978483ed3a734cf35f7c127489b8031b1b5b17f8745182073,28696,True
SubPCA,204_SMD_id_27_Facility_tr_5000_1st_15144.csv,60cde871960ba778613efc11c374f44f9891ff9e7a8a8843d2c9e09ba0e940fb,20000,True
SubPCA,205_SMD_id_28_Facility_tr_5925_1st_17580.csv,1ec2204dddd45c3f11f208062a8a3008233637a424e8431d70b0d3c83c3cef8d,23703,True
SubPCA,206_SMD_id_29_Facility_tr_6250_1st_21230.csv,0c666d0cc660cdb49cea412481ed2d6c6ca404575c67899622782b686d429cb1,25000,True
SubPCA,207_SMD_id_30_Facility_tr_7174_1st_21230.csv,d010ded95e7cbf72973d469580bc047cdb850febd778ef2b0603d01f3ad870ac,28696,True
SubPCA,208_SMD_id_31_Facility_tr_5000_1st_15144.csv,93ae31febd9ca93ffae9f34c80a8589aadee9c56c334d727aa1968aa777b5b0c,20000,True
SubPCA,209_SMD_id_32_Facility_tr_5925_1st_17580.csv,d1e613cb39fc7fb27b44b4ee381b33dec6ddd4f6401ac6030178199e43b6b39b,23703,True
SubPCA,211_SMD_id_34_Facility_tr_5925_1st_17580.csv,95077b16d74135cc2908f7c82a2b3a314ea16c897e9e7d5134448a90b6cad187,23703,True
SubPCA,212_SMD_id_35_Facility_tr_5925_1st_17580.csv,4b07f0c4830997bab41f230082f2cb602883448cfd1026bb7864191f1b9f1503,23703,True
SubPCA,213_SMD_id_36_Facility_tr_5925_1st_17580.csv,ce79f353cc6e3e26172bae642d0e10ef4469d98ff8f804d11bf7ee7806618842,23703,True
SubPCA,214_SMD_id_37_Facility_tr_5925_1st_17580.csv,cb7bf4722141bd26ec0a787d6351896866e6054379450faa66f680e143cb8bb8,23703,True
SubPCA,215_SMD_id_38_Facility_tr_5925_1st_17580.csv,3dbe4a4bd10a7704118aa21b0b894ed53aadc9c2d536f83cc9069c35af3de930,23703,True
SubPCA,216_LTDB_id_1_Medical_tr_500_1st_266.csv,c8b3f05aedd1d15b14532fca2f301d753787b41ac55fb6878a5e0fbc09b46d4b,100000,True
SubPCA,218_LTDB_id_3_Medical_tr_500_1st_266.csv,fbc452493cd3e952dae0d0c9268861ebef2be3d0b5a7899e57bdc5aae76977bf,100000,True
SubPCA,219_LTDB_id_4_Medical_tr_3618_1st_3718.csv,07d7fcea95fce34b25bfa9630ce67dfa090636a80ab055513ef82111183cc72b,100000,True
SubPCA,220_LTDB_id_5_Medical_tr_500_1st_26.csv,070f69e6b4e70f45951c69068b09b37e4bb32f5ac969d23a5959f7c7f38e0168,100000,True
SubPCA,221_LTDB_id_6_Medical_tr_500_1st_26.csv,3392e60dce38ccd97848859f5c5966eab459eec82e482a216ce7fdc349fdfce1,100000,True
SubPCA,222_LTDB_id_7_Medical_tr_3618_1st_3718.csv,11fcf023c704469bf6b6ea5ac4952a510e872959c81520095da2d5f6f26854ee,100000,True
SubPCA,223_LTDB_id_8_Medical_tr_4456_1st_4556.csv,bf9310ff34496fc4eba471c7b2e2a80f13d4c7cb6c49f8ca110b12072d21832f,100000,True
SubPCA,224_LTDB_id_9_Medical_tr_4456_1st_4556.csv,b350bdd2e014995e047acdca7c871e3a3f94f0f462d5e299126b533180963cde,100000,True
SubPCA,225_MGAB_id_1_Synthetic_tr_25000_1st_38478.csv,caf48d54714e208154364c3ffba0063f81860bcf6911864980b56276da456407,100000,True
SubPCA,226_MGAB_id_2_Synthetic_tr_20000_1st_45134.csv,e73dedb575009b5fa06a5df25eae8a0f6b68f7c490d71c9dcc459217c9543408,80000,True
SubPCA,227_MGAB_id_3_Synthetic_tr_25000_1st_44340.csv,9943b563205d68376ca47a9bc5abd1fffdb73e9fc9c3223174e05faa12b55dac,100000,True
SubPCA,228_MGAB_id_4_Synthetic_tr_25000_1st_38948.csv,b164e61451f7029830e93729fdf87bebbd0c3515976dba8bd6e08e7b61d8af92,100000,True
SubPCA,229_MGAB_id_5_Synthetic_tr_25000_1st_33098.csv,b3153f386189ae3adb7aedb68c46c133f360bed77538df7b120529cdcdfa35c3,100000,True
SubPCA,231_MGAB_id_7_Synthetic_tr_25000_1st_35544.csv,26cc33e09bd4955eff7871638826d7de8cafb4f76963d8540d624fbe221de672,100000,True
SubPCA,232_MGAB_id_8_Synthetic_tr_25000_1st_32708.csv,149748979728cf58202c4392c64d6e21f50fafefbffb7695c1640bee69b244b2,100000,True
SubPCA,233_MGAB_id_9_Synthetic_tr_25000_1st_41300.csv,f7014ae50dd9a1adcbdd140266b75873288bb495985833de627a6762bfd3ff8a,100000,True
SubPCA,234_SED_id_1_Medical_tr_3740_1st_3840.csv,0db7bcc6083bb552e94c18a42c55c7f39110d6a1edd264dcfac158fa9f9cb906,19999,True
SubPCA,236_SED_id_3_Medical_tr_3740_1st_3840.csv,ffea3644b7cec699bd39a0b5da68798f3ab48c5d2cfeae9f86e2eee056679e50,39999,True
SubPCA,237_SVDB_id_1_Medical_tr_11587_1st_11687.csv,45e4462b5cb4ed22a9d117160023349ece3be3bb689f0b1ff8607542a0a9c924,130400,True
SubPCA,238_SVDB_id_2_Medical_tr_25000_1st_71963.csv,2baa021ea7764f4d8ff6b68ac346c0a4dfa08cf5829520419217430dd5b689be,100000,True
SubPCA,239_SVDB_id_3_Medical_tr_50000_1st_106634.csv,6a32dd8a2b06a35884141fb6f0e7e639c9fdf2af65411868d5c527897aa15531,230400,True
SubPCA,240_SVDB_id_4_Medical_tr_18462_1st_18562.csv,648333c8076e911ed3457705e2d9314a98064543bcce45b9cb94eea2b0de67f1,130400,True
SubPCA,241_SVDB_id_5_Medical_tr_11587_1st_11687.csv,741729753062d9a8f880915e8113e62ea9db51fdebd165acf6b73c67356e208e,130400,True
SubPCA,243_SVDB_id_7_Medical_tr_11393_1st_11493.csv,5a95cf673d8a3134d755cedd2bee5d58a0e563f21db1a3e630e672adc5e1324f,180400,True
SubPCA,244_SVDB_id_8_Medical_tr_17803_1st_17903.csv,02a2add81efdbf62e40d7e92d927d9a607f877231ed92b4e69fdfa4aadbc7c63,130400,True
SubPCA,245_SVDB_id_9_Medical_tr_12607_1st_12707.csv,9c1bb35765a76d62695279b19a82e79aa72f7e70f98d38ccc7c4967e61908c3b,180400,True
SubPCA,246_SVDB_id_10_Medical_tr_20100_1st_68460.csv,3f41da1cc86e7d738bda0a530593826c25c6739e00642356a28234d5d3b98c9d,80400,True
SubPCA,247_SVDB_id_11_Medical_tr_20100_1st_23611.csv,d771c66f7034afae6b9df1c8018a01640aa2a3b766642a69b53eed4b9c777118,80400,True
SubPCA,248_SVDB_id_12_Medical_tr_18462_1st_18562.csv,faee33ddeed8215f12d21daa2752eae82dc4745cefb977c41e9745c17d2ae66e,130400,True
SubPCA,249_SVDB_id_13_Medical_tr_50000_1st_54982.csv,374149152f5ee746e514a4d9861dad0db23a7bb3a665c7afa91ebe331e2f7816,230400,True
SubPCA,250_SVDB_id_14_Medical_tr_50000_1st_107354.csv,ef68e47649b07b228444bea1a7dcb2a13d12a92379121b1e5c7ecb90ff60c3fe,230400,True
SubPCA,251_SVDB_id_15_Medical_tr_5421_1st_5521.csv,3b71ba661071c9fb775bcc94247a36c5bd275cb51cd27bb80416736d0c1f2403,230400,True
SubPCA,253_SVDB_id_17_Medical_tr_17803_1st_17903.csv,bcee00829a16cf05e4c77fd84d4a4c1f9cbd71795bda5d1aee82333dd96611c3,130400,True
SubPCA,254_SVDB_id_18_Medical_tr_30824_1st_30924.csv,2534edcbef1d554d7872cc2e14d0680bdd17120d164f7971ed46d11702e76949,230400,True
SubPCA,255_SVDB_id_19_Medical_tr_50000_1st_54982.csv,e3e6e40c5a64290f2bdac73a370f61b84c098cc1f51e6116b0570d2f33d53a50,230400,True
SubPCA,256_SVDB_id_20_Medical_tr_6264_1st_6364.csv,a08e48ee012a8a5596d5ed67c6617d0d2a0a3711b3a5fc519a9d465091b2e94f,230400,True
SubPCA,257_TAO_id_1_Environment_tr_500_1st_3.csv,d66f323f1e3a4b646b6bb09d8360fc99b43461daee0f47383032acf29d0ae800,10000,True
SubPCA,258_TAO_id_2_Environment_tr_500_1st_4.csv,faedc8c55caef4fcb4f4ed2e6d2dc5e31a1ed1390ea5833bcac9d67c789371c9,10000,True
SubPCA,260_IOPS_id_1_WebService_tr_5000_1st_11804.csv,29be511c7099e1016a38817019168ddaf1dab8c17c4c4f6b5cee342dd1e92a4b,20000,True
SubPCA,261_IOPS_id_2_WebService_tr_2178_1st_2278.csv,02c9839c6b529ce977b1d678d5cf8e5ae749fd9f25df5d6b5234ae6ab9347d08,8784,True
SubPCA,262_IOPS_id_3_WebService_tr_7028_1st_7128.csv,93bd343b5954f13674b8b8eaae7a780d410e94b60f731fcf1fc01baf6fd4f865,125135,True
SubPCA,263_IOPS_id_4_WebService_tr_3482_1st_3582.csv,46f234fe818a00f7ba1b4e130590a2fbc64c91543d6e48f50515b949d099d9db,149123,True
SubPCA,264_IOPS_id_5_WebService_tr_11665_1st_11765.csv,99437c2507aa0209ca545a89124060a7affc0097c9cfd11f58f83395b1ed84f0,60000,True
SubPCA,266_IOPS_id_7_WebService_tr_4010_1st_4110.csv,70d66a029d154a5d6d8f2a5e1afb3c8f5ec11432391d6c5893b42c617ffdc283,89155,True
SubPCA,267_IOPS_id_8_WebService_tr_1534_1st_1882.csv,d8fc0c2a39645f1f8e73774da82a9784f3d0ff39a4fcf761a5ac215169847f0e,6138,True
SubPCA,268_IOPS_id_9_WebService_tr_6216_1st_6316.csv,a8528e22497edd56a19211e2a1f348867db0a01efd7b9d70b23d39c6f6e159ef,29133,True
SubPCA,269_IOPS_id_10_WebService_tr_1216_1st_1728.csv,f47f847aa08a45eee654a4a3b585635dae2c6aa5efaeb8c3b4112af7429803ba,4866,True
SubPCA,271_IOPS_id_12_WebService_tr_500_1st_341.csv,958fd30d1fefc1a1d6a487a2ead36e5f01b3152c71638d15985908f2396bde07,8784,True
SubPCA,272_IOPS_id_13_WebService_tr_3442_1st_3542.csv,7e0d8a9f983148c2608e629af728b0e8a30e75f8a2323487ef943f83b57e469e,149156,True
SubPCA,273_IOPS_id_14_WebService_tr_5569_1st_5669.csv,39298da49f62e43efaf8eb9792a054404e239d00566804f60372c870211e70d5,149122,True
SubPCA,274_IOPS_id_15_WebService_tr_4591_1st_4691.csv,daa7ca71f46a0cc66ec77ace76d443aaa8854ccfef50fcc5f5e809f36c33e830,149132,True
SubPCA,275_IOPS_id_16_WebService_tr_1482_1st_1582.csv,7e7d2d00ee90c42928194d259cce0e9ec50bcfe7eef881f171b86439c6a93841,8784,True
SubPCA,276_IOPS_id_17_WebService_tr_19197_1st_19297.csv,36d41409ea58663e98b5b57d19b4a25b64d15ee90ecd5b3b8ea36886aa4069bc,91370,True
SubPCA,277_NEK_id_1_WebService_tr_500_1st_17.csv,e774d6413d79dcb8a1b201b24de7b9e591f8a02c7c323bc19d174ad2ea19936c,1073,True
SubPCA,278_NEK_id_2_WebService_tr_500_1st_64.csv,fce90a4cd1e64671469d999c6e6ad3507fea5c73c1932056f9fecc721b609ef7,1073,True
SubPCA,279_NEK_id_3_WebService_tr_500_1st_974.csv,f3b60c2673832d6a48622d301df48846002bc115bb0bb3da03274c421d0e535b,1073,True
SubPCA,281_NEK_id_5_WebService_tr_500_1st_974.csv,d6669e08341ae4c9c3962ba597b3d9a7740c56009cd97f2d841243715f22ce19,1073,True
SubPCA,282_NEK_id_6_WebService_tr_500_1st_64.csv,6686eea50e472dbf35d8490d1d8cd63afa39abf87fa66ee461f22889f74f8acc,1073,True
SubPCA,283_NEK_id_7_WebService_tr_500_1st_777.csv,8127f4ee9cb5aaeb17e3fda418c5f3da79f161a2b08e0a3deca351778b64ece8,1073,True
SubPCA,284_NEK_id_8_WebService_tr_500_1st_976.csv,3c35c0abfa82562ce00fa14a7eef029bdfa33db850c495a8c44966c94219b096,1073,True
SubPCA,285_NEK_id_9_WebService_tr_500_1st_780.csv,8127f4ee9cb5aaeb17e3fda418c5f3da79f161a2b08e0a3deca351778b64ece8,1073,True
SubPCA,286_CATSv2_id_1_Sensor_tr_17792_1st_17892.csv,a7a10d95231bff2badc4fe9b7870626fafd2049dc70294d4b75781ef288126a4,300000,True
SubPCA,287_TODS_id_1_Synthetic_tr_500_1st_11.csv,ce83eeef81bbf9f7e5ffc75b7847c99b6cfd63946215e690e3f44c0577b6062f,5000,True
SubPCA,288_TODS_id_2_Synthetic_tr_500_1st_65.csv,63b63c461eabafb51dd32931b885f7166b5ef37912ee8228e486071029e6ddc5,5000,True
SubPCA,289_TODS_id_3_Synthetic_tr_500_1st_26.csv,57b83fb3eb9b71d3e497b8d0fde0b08c4dc005ae9b941113aa6dd487d1ef444e,5000,True
SubPCA,290_TODS_id_4_Synthetic_tr_500_1st_26.csv,876556ca3c84d98f48d6880b2066198238c443a15a8e2c8e94e81e3269b3e5b2,5000,True
SubPCA,292_TODS_id_6_Synthetic_tr_500_1st_11.csv,69fc340825b0f79a67bd795fe52fa2fb577f177a15f425854bc08424762f30d9,5000,True
SubPCA,293_TODS_id_7_Synthetic_tr_500_1st_7.csv,c5e18e94e94946562fb27bd671893a652f17ccff0405b27396faf3d10aebbff9,5000,True
SubPCA,294_TODS_id_8_Synthetic_tr_500_1st_200.csv,5d0a3890e80d4f1111bb224f3c6906a9e60dd424908d447442975cade968be8a,5000,True
